"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2017,29636460,100160346,1,14-NOV-17,3,"N",51,5,16,"M",2,2,"N","R","",16,0
2017,29636465,100160351,1,17-NOV-17,3,"N",45,5,36,"M",1,2,"R","","",36,0
2017,29636487,100163518,1,19-NOV-17,3,"N",27,5,60,"M",1,2,"R","","",60,0
2017,29634616,100160401,1,01-DEC-17,3,"N",27,5,37,"M",1,2,"R","","",37,0
2017,29634626,100160410,1,22-JAN-18,3,"N",45,5,50,"M",1,3,"U","","",50,0
2017,29636530,100160415,1,03-DEC-17,3,"N",16,5,37,"M",1,2,"R","","",37,0
2017,29636533,100160421,1,04-DEC-17,3,"N",36,5,39,"M",1,1,"R","","",39,0
2017,29634640,100160437,1,10-DEC-17,3,"N",16,5,37,"M",1,2,"R","","",37,0
2017,29634645,100160440,1,15-DEC-17,3,"N",16,5,22,"F",1,2,"R","","",22,0
2017,29634652,100163583,2,17-JAN-18,3,"N",2,5,62,"M",1,3,"U","","",62,0
2017,29634650,100163583,1,17-JAN-18,3,"N",45,5,39,"M",1,2,"N","","",39,0
2017,29636570,100160453,1,21-DEC-17,1,"N",16,5,22,"M",2,2,"R","","",22,0
2017,27773351,94829373,1,23-AUG-17,3,"N",5,5,28,"F",1,2,"R","","",28,0
2017,27773408,94829568,1,13-SEP-17,3,"N",44,5,18,"F",1,2,"N","","",18,0
2017,27773488,94829823,1,25-SEP-17,1,"N",5,5,60,"M",1,2,"N","","",60,0
2017,27773494,94829839,2,15-SEP-17,1,"N",23,5,26,"F",1,2,"N","","",26,0
2017,27773493,94829839,1,15-SEP-17,1,"N",23,5,42,"F",1,2,"N","","",42,0
2017,27773620,94830151,1,30-OCT-17,2,"N",16,5,23,"F",1,1,"N","","",23,0
2017,27773810,94830804,1,09-AUG-17,3,"M",49,5,47,"M",1,2,"N","","",47,0
2017,27773838,94830887,1,25-AUG-17,3,"C",49,5,35,"M",2,2,"N","","",35,0
2017,27773842,94830903,1,13-SEP-17,3,"N",51,5,36,"M",1,2,"R","","",36,0
2017,27774143,94831719,1,29-OCT-17,3,"N",16,5,27,"M",1,2,"N","","",27,0
2017,27774233,94831817,1,17-JUL-17,3,"N",16,5,35,"M",1,2,"N","","",35,0
2017,27774601,94832782,1,14-SEP-17,1,"N",23,5,24,"M",1,2,"R","","",24,0
2017,27774931,94833339,1,26-JAN-17,3,"N",43,5,21,"M",1,2,"R","","",21,0
2017,27774955,94833389,1,09-JAN-17,3,"N",16,5,26,"M",1,2,"N","","",26,0
2017,27775047,94833541,1,05-FEB-17,3,"N",51,5,36,"M",1,2,"R","","",36,0
2017,27775288,94834129,2,23-MAY-17,1,"N",16,5,23,"M",1,2,"R","","",23,0
2017,27775287,94834129,1,23-MAY-17,1,"N",10,5,25,"F",1,2,"R","","",25,0
2017,27775313,94834211,1,12-JUN-17,3,"N",39,5,30,"M",1,2,"N","","",30,0
2017,27775368,94834301,1,06-JUN-17,1,"N",29,5,25,"M",1,2,"R","","",25,0
2017,27775449,94834414,1,30-AUG-17,3,"N",16,5,35,"M",1,2,"R","","",35,0
2017,27775533,94834669,1,22-SEP-17,1,"N",51,5,33,"M",1,2,"R","","",33,0
2017,27775576,94834770,1,20-OCT-17,3,"N",23,5,26,"M",1,2,"R","","",26,0
2017,27776285,94836463,1,17-AUG-17,3,"N",28,5,19,"M",1,2,"N","","",19,0
2017,27776339,94836616,1,01-AUG-17,1,"N",49,5,57,"M",1,2,"N","","",57,0
