arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
24400579,84276958,1,594480,2015-08-22 00:00:00,3,C,51,5,30,M,1,2,R,,,,30,0
25005227,86042207,1,592011,2015-08-19 00:00:00,2,C,51,5,35,M,1,2,R,,,,35,0
25005234,86042813,1,586862,2015-08-12 00:00:00,2,C,11,5,25,M,1,2,R,,,,25,0
25162525,86529525,1,595348,2015-08-24 00:00:00,2,C,23,5,39,F,1,2,R,,,,39,0
25163163,86529091,1,580873,2015-08-13 00:00:00,2,C,23,5,50,M,1,2,R,,,,50,0
25163276,86529510,1,593460,2015-08-21 00:00:00,2,C,16,5,20,F,1,2,R,,,,20,0
25162462,86529076,1,580343,2015-08-03 00:00:00,2,C,16,5,18,M,1,3,R,,,,18,0
25162485,86529114,1,599936,2015-08-29 00:00:00,2,C,53,5,31,M,1,2,R,,,,31,0
25162460,86528372,1,589093,2015-08-28 00:00:00,2,C,48,5,27,F,1,2,R,,,,27,0
25162546,86529273,1,583813,2015-08-08 00:00:00,3,C,51,5,23,M,1,2,R,,,,23,0
25005959,86042819,2,584060,2015-08-08 00:00:00,2,C,16,5,20,F,1,2,R,,,,20,0
25005958,86042819,1,595264,2015-08-08 00:00:00,3,C,23,5,23,M,1,2,R,,,,23,0
24536846,84666547,1,560044,2015-07-06 00:00:00,2,C,36,5,55,M,1,2,R,,,,55,0
25163985,86532112,1,577696,2015-07-30 00:00:00,2,C,5,5,23,F,1,2,R,,,,23,0
25163965,86532770,1,564241,2015-07-11 00:00:00,2,C,51,5,26,F,1,2,R,,,,26,0
25164016,86532966,1,560499,2015-07-06 00:00:00,2,C,5,5,62,M,1,2,R,,,,62,0
25163955,86531997,1,561894,2015-07-08 00:00:00,2,C,51,5,31,F,2,2,R,,,,31,0
25164651,86532068,1,557066,2015-07-01 00:00:00,2,C,16,5,16,M,1,2,R,R,,,16,0
25005989,86042907,1,587997,2015-08-13 00:00:00,2,C,16,5,23,F,4,2,R,,,,23,0
25005990,86042907,2,567939,2015-07-17 00:00:00,2,C,48,5,21,M,1,2,R,,,,21,0
24536793,84665344,1,447310,2015-01-26 00:00:00,2,C,27,5,12,M,1,2,R,R,,,12,0
24536010,84665560,1,445286,2015-01-18 00:00:00,3,C,27,5,29,M,2,2,R,,,,29,0
24116122,83458587,1,442914,2015-01-14 00:00:00,3,C,27,5,29,M,1,2,R,,,,29,0
24115383,83458205,1,447034,2015-01-20 00:00:00,3,C,27,5,20,F,1,2,R,,,,20,0
24115354,83458130,1,439124,2015-01-08 00:00:00,2,C,2,5,45,F,1,2,R,,,,45,0
24115395,83458639,1,447727,2015-01-21 00:00:00,2,C,51,5,20,F,1,2,R,,,,20,0
24115380,83458197,1,445847,2015-01-18 00:00:00,2,C,45,5,48,M,1,3,R,,,,48,0
24115401,83458657,1,451340,2015-01-27 00:00:00,2,C,45,5,31,M,2,2,R,,,,31,0
25163850,86531582,1,440801,2015-01-11 00:00:00,2,C,48,5,38,F,1,2,R,,,,38,0
25163534,86531647,1,447814,2015-01-22 00:00:00,2,C,51,5,20,F,1,2,R,,,,20,0
