arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
26651852,91130935,1,733371,2016-03-29 00:00:00,2,C,36,5,21,M,1,3,R,,,,21,0
26651848,91130920,1,754680,2016-04-06 00:00:00,3,C,36,5,47,M,1,2,R,,,,47,0
26650316,91127228,1,740007,2016-06-04 00:00:00,2,C,37,5,35,M,1,2,R,,,,35,0
26650307,91126259,1,785248,2016-05-19 00:00:00,2,C,45,5,23,M,1,2,R,,,,23,0
25700291,88241905,1,400638,2016-09-25 00:00:00,2,N,28,5,29,M,1,2,,,,,29,0
25752217,88437020,1,399036,2016-07-24 00:00:00,1,N,49,5,18,M,1,2,R,,,,18,0
26953391,92068903,1,398975,2016-08-02 00:00:00,2,N,51,5,16,F,1,,,R,,,16,0
25610709,87952445,1,398956,2016-08-11 00:00:00,3,N,16,5,19,M,1,2,,,,,19,0
25610766,87954636,1,399956,2016-08-22 00:00:00,2,N,16,5,32,M,1,1,,,,,32,0
25610367,87953588,2,399702,2016-08-05 00:00:00,2,N,45,5,28,M,1,2,,,,,28,0
25610365,87953588,1,399701,2016-08-05 00:00:00,2,N,45,5,21,M,1,2,,,,,21,0
25610328,87952430,1,398958,2016-08-11 00:00:00,1,N,51,5,28,M,1,2,,,,,28,0
25700246,88241749,1,400067,2016-09-10 00:00:00,2,N,5,5,33,M,1,2,,,,,33,0
25701029,88242606,2,400117,2016-08-17 00:00:00,1,N,49,5,18,M,1,2,,,,,18,0
25701028,88242606,1,400116,2016-08-17 00:00:00,1,N,49,5,19,M,1,2,,,,,19,0
25700249,88242578,2,398846,2016-08-05 00:00:00,2,N,20,5,16,M,1,2,,R,,,16,0
25700247,88242578,1,398833,2016-08-05 00:00:00,3,N,20,5,32,M,1,2,,,,,32,0
25610703,87952435,1,399491,2016-09-04 00:00:00,3,N,51,5,24,M,1,2,R,,,,24,0
25700245,88241746,1,399993,2016-09-22 00:00:00,3,N,51,5,42,M,2,,R,,,,42,0
25701035,88241854,1,400446,2016-09-12 00:00:00,1,N,36,5,18,M,1,2,,,,,18,0
25701032,88241803,1,400170,2016-09-15 00:00:00,2,N,5,5,17,M,1,2,,R,,,17,0
25700297,88241931,1,400689,2016-09-06 00:00:00,1,N,16,5,29,M,1,2,,,,,29,0
25610352,87953523,1,399543,2016-09-06 00:00:00,3,N,51,5,46,F,1,2,R,,,,46,0
25752247,88437925,1,401203,2016-10-21 00:00:00,1,N,16,5,36,F,1,2,,,,,36,0
